trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.6, 'e': 0.024972002042276155}",20,9,22.805107983343007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.024723526470339388}",20,5,28.169548109565316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.02447752327165267}",25,9,21.543279215831543,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.6, 'e': 0.024233967845691113}",20,2,26.971912085661767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.023992835836709175}",20,15,8.984745768785995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.023754103131304997}",20,8,21.68922020478827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.023517745856009107}",20,16,6.848268129056496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.023283740374897}",20,0,18.245718329968735,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.6, 'e': 0.02305206328722557}",25,13,26.23218421500242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.02282269142509297}",25,3,32.54181476005911,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.6, 'e': 0.022595601851121864}",30,20,15.784626883401216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.02237077185616559}",20,15,8.8708600536434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.6, 'e': 0.022148178957037315}",20,8,22.269900856855802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.6, 'e': 0.02192780089426161}",20,11,16.969722746084752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.02170961562984857}",20,2,30.161171110159074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.6, 'e': 0.021493601345089923}",20,8,-74.03044154142911,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
385,False,"{'a': 0.6, 'e': 0.02127973643837717}",25,17,14.363146375796084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.021067999523041434}",20,0,24.063215490577335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.6, 'e': 0.020858369425214716}",30,13,28.536590301380624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.6, 'e': 0.020650825181712566}",25,0,35.692342267522214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.6, 'e': 0.020445346037937653}",20,14,13.416180850267722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.02024191144580439}",35,21,23.719885131468246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.6, 'e': 0.020040501061684014}",25,10,27.186376196745528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.6, 'e': 0.019841094744370288}",30,17,26.1109860050126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.019643672553065292}",30,18,23.302987786297564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.01944821474538539}",35,25,20.806675356867068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.01925470177538692}",30,11,28.263503268249245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.6, 'e': 0.019063114291611637}",25,18,13.319282185288095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.018873433135151486}",25,0,35.290105990772254,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.6, 'e': 0.018685639337732773}",35,8,40.16123894896899,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.6, 'e': 0.018499714119819242}",25,12,25.163177179423442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.01831563888873418}",25,15,18.652305146534545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.6, 'e': 0.018133395236801075}",25,13,20.480039057856445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.01795296493950285}",20,12,12.670132853115334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.01777432995365944}",20,11,9.724961585474457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.017597472415623393}",35,3,48.596922576041784,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.017422374639493515}",20,14,12.3520203985296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.6, 'e': 0.017249019115346265}",20,12,15.603791849250289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.6, 'e': 0.017077388507484793}",20,2,30.122764715231447,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.01690746565270528}",25,14,19.26024429660407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.016739233558580632}",25,9,24.97079242242644,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.016572675401761255}",30,19,-20.82044360024515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
411,False,"{'a': 0.6, 'e': 0.016407774526292645}",20,9,19.7727684457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.01624451444194987}",25,15,17.482280827362032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.016082878822588433}",25,13,24.433920739312878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.015922851504511698}",20,5,25.48528104487232,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.6, 'e': 0.015764416484854486}",30,17,27.346204355647814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.6, 'e': 0.01560755791998283}",30,23,-7.882840305173947,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.015452260123909515}",20,14,9.587559894329788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.015298507566725518}",30,21,18.730642139346614,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.01514628487304698}",20,16,8.759668614545808,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.014995576820477703}",20,7,26.534994127630096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.014846368338086832}",25,17,14.419004857049154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.6, 'e': 0.014698644504901784}",25,11,24.62354056844327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.014552390548416123}",25,14,22.39070686178539,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.6, 'e': 0.01440759184311235}",20,5,24.426184567594948,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.014264233908999256}",20,14,13.079213596349124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.014122302410163962}",30,21,19.783748675883803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.013981783153338296}",20,13,15.540772532005452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.013842662086479501}",20,8,17.898859386100423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.013704925297364945}",20,14,11.559138871371333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.013568559012200934}",20,3,28.256665606901787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.6, 'e': 0.013433549594245302}",20,2,29.544437374773132,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.013299883542443767}",25,12,27.054417164587413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.013167547490079751}",20,8,20.725571641455556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.6, 'e': 0.013036528203437736}",20,0,25.094617274013462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.6, 'e': 0.012906812580479862}",20,0,29.8722588584089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.6, 'e': 0.01277838764953576}",25,15,13.042891199281149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.012651240568005305}",25,0,23.80360747548191,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.6, 'e': 0.012525358621074385}",35,23,25.797326731290678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.6, 'e': 0.012400729220443406}",30,18,19.785255505107802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.012277339903068436}",25,0,40.264562333065086,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.6, 'e': 0.012155178329914935}",25,19,12.137079357463925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.012034232284723775}",30,14,28.957840885476966,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.011914489672789647}",20,10,19.41442965338577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.011795938519751562}",25,12,-0.20954014495070683,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.011678566970395442}",20,15,7.8571034752929325,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.011562363287468536}",25,15,18.621854880809558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.6, 'e': 0.01144731585050571}",20,14,12.65420208915291,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.011333413154667387}",20,8,21.383462392733815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.011220643809589084}",20,12,12.51827222981186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.6, 'e': 0.011108996538242306}",20,7,19.8441210757916,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.010998460175806881}",20,8,21.412317501443802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.01088902366855444}",20,0,30.543688204270545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.6, 'e': 0.010780676072743084}",25,18,14.129294176447472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.010673406553522925}",30,13,-37.31943801523532,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
455,False,"{'a': 0.6, 'e': 0.010567204383852655}",25,16,17.90902011011885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.010462058943426795}",20,9,20.251919838218182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.010357959717613696}",20,11,17.23019880505636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.010254896296404022}",25,17,17.879356612293073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.010152858373369763}",20,12,16.569343855031942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.010051835744633576}",20,4,25.568917444905537,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.6, 'e': 0.00995181830784842}",30,20,17.846829272693455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.6, 'e': 0.009852796061187257}",20,2,30.58365930354198,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.6, 'e': 0.009754759102342903}",20,0,31.792890268675777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.6, 'e': 0.009657697627537777}",20,12,16.204042202143057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.6, 'e': 0.009561601930543505}",25,16,17.100006556821484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.6, 'e': 0.009466462401710323}",25,20,9.58576056459794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.6, 'e': 0.009372269527006058}",20,10,-3.509117208818602,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
468,False,"{'a': 0.6, 'e': 0.009279013887064744}",25,14,18.50546775928377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.6, 'e': 0.009186686156244664}",20,15,6.870388171573584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.6, 'e': 0.009095277101695816}",20,10,19.084770348471984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.6, 'e': 0.00900477758243656}",25,15,18.071009563331735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.6, 'e': 0.008915178548439553}",20,0,33.78864704628679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
473,False,"{'a': 0.6, 'e': 0.008826471039726723}",25,13,19.064248120054913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.6, 'e': 0.00873864618547329}",25,16,16.30947358994309,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.6, 'e': 0.008651695203120634}",25,5,21.09858034916074,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.6, 'e': 0.00856560939749806}",25,6,29.92382186159566,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.6, 'e': 0.00848038015995326}",20,16,7.267496226992411,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.6, 'e': 0.00839599896749147}",20,8,20.41998028011712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.6, 'e': 0.008312457381923119}",35,25,17.92311965847815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.6, 'e': 0.00822974704902003}",30,18,24.609856820279397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.6, 'e': 0.008147859697679982}",25,12,20.692719517741125,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.6, 'e': 0.008066787139099614}",25,17,13.203326142679673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.6, 'e': 0.007986521265955502}",25,17,15.051525607081311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.007907054051593441}",20,8,25.19412430619653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.6, 'e': 0.007828377549225767}",20,0,29.185233367381333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.6, 'e': 0.007750483891136692}",25,17,14.251597805144517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.6, 'e': 0.007673365287895489}",30,13,5.401372035474518,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
488,False,"{'a': 0.6, 'e': 0.007597014027577567}",30,18,24.264428101098023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.6, 'e': 0.00752142247499327}",30,9,33.4090414191489,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.6, 'e': 0.007446583070924338}",20,8,22.04471916436082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.6, 'e': 0.007372488331368012}",25,5,31.629984102491463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.6, 'e': 0.007299130846788583}",25,11,-13.04163461719118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
493,False,"{'a': 0.6, 'e': 0.0072265032813764625}",25,11,28.239972186747185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.6, 'e': 0.007154598372314579}",30,8,43.16055349321698,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.6, 'e': 0.0070834089290521185}",20,0,31.00565325047743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.6, 'e': 0.007012927832585425}",20,16,8.424453169742009,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.6, 'e': 0.0069431480347461145}",35,14,22.183296997080994,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.6, 'e': 0.006874062557496248}",30,18,21.82011737785305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.6, 'e': 0.006805664492230543}",25,3,37.687230119100725,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.6, 'e': 0.006737946999085467}",20,13,11.458215188453922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.6, 'e': 0.006670903306255274}",25,4,36.49514540704665,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.006604526709314805}",30,7,14.070503032079486,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.006538810570549064}",20,12,15.876611540319898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.6, 'e': 0.006473748318289405}",20,11,-23.200424662400387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.6, 'e': 0.006409333446256383}",25,2,35.59268326940597,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.6, 'e': 0.00634555951290911}",30,15,33.56823492096554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.6, 'e': 0.006282420140801118}",25,15,17.788488812804243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.006219909015942573}",30,13,26.35172858771474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.6, 'e': 0.006158019887168897}",30,18,23.04157705833112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.6, 'e': 0.006096746565515633}",25,17,5.5200275583295095,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.6, 'e': 0.006036082923599565}",20,14,8.659156982420658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.6, 'e': 0.005976022895005943}",25,12,23.310637040403755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.6, 'e': 0.005916560473681857}",25,13,22.530024390561884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.6, 'e': 0.0058576897133356225}",20,5,25.446960708513345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.6, 'e': 0.005799404726842141}",20,14,10.788962822687067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.6, 'e': 0.005741699685654202}",25,7,31.535609653510445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.6, 'e': 0.005684568819219595}",20,9,19.594054169364306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.6, 'e': 0.005628006414404065}",25,20,6.1933326602732794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.6, 'e': 0.005572006814919993}",20,10,-22.035002308773315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.6, 'e': 0.0055165644207607716}",25,14,16.036238707942548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.6, 'e': 0.005461673687640779}",25,12,26.721095588316487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.6, 'e': 0.00540732912644096}",25,4,34.1562610395486,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.6, 'e': 0.005353525302659903}",25,17,15.740471555109105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.6, 'e': 0.005300256835870402}",25,17,13.756288191495933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.6, 'e': 0.005247518399181385}",20,11,15.825877040243524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.6, 'e': 0.005195304718705231}",25,18,11.6687106449363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 0.005143610573030379}",20,5,23.111228183447576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.6, 'e': 0.00509243079269919}",30,19,17.985975024108313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.6, 'e': 0.005041760259690979}",20,12,12.525970884319424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.6, 'e': 0.004991593906910217}",20,3,28.758277435029346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,15,17.45514940963047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,14,11.52706676892673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,13,27.851847844152623,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,2,33.08176654697606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",35,21,30.511458729362033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,2,40.85549642339983,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,18,18.007359145622466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,5,33.186015333663065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,7,26.960613840887774,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,11,23.964298557050324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
