trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.6, 'e': 0.15881742610692068}",25,0,41.49165171301136,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.6, 'e': 0.1572371663136276}",20,4,-4.347497413280439,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.1556726303679973}",20,8,2.048352083701757,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.1541236618151314}",20,10,16.124974374326463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.15259010575688386}",20,0,-29.797048102199774,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.6, 'e': 0.15107180883637084}",30,21,4.9481203695691285,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.14956861922263504}",25,0,-2.3311280736837494,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
191,False,"{'a': 0.6, 'e': 0.14808038659546244}",30,22,18.021087691910356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.14660696213035015}",20,7,8.868902611063685,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.14514819848362373}",20,7,7.829696051655979,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.14370394977770293}",25,13,6.921994306723002,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.1422740715865136}",25,0,34.075011180388316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.6, 'e': 0.140858420921045}",30,8,14.291681673310958,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.13945685621505094}",25,0,28.193340701063,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.6, 'e': 0.13806923731089282}",30,8,19.54919355280215,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.13669542544552385}",35,3,41.390104190371765,"{0: 31, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.1353352832366127}",20,0,-7.259135946286804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
201,False,"{'a': 0.6, 'e': 0.13398867466880493}",35,0,-55.70805596149768,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 2}",0
202,False,"{'a': 0.6, 'e': 0.13265546508012172}",20,14,10.92675263742193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.13133552114849303}",30,12,20.368955165520035,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.1300287108784259}",25,11,-1.526479060269187,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.12873490358780423}",20,11,12.519223038389656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.12745396989482075}",20,0,15.425077432750259,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.6, 'e': 0.12618578170503877}",20,14,9.748286910501616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.12493021219858241}",30,16,-18.530412187232326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.6, 'e': 0.12368713581745483}",20,13,13.739825758255137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.1224564282529819}",25,2,18.500243683375473,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.12123796643338168}",30,14,25.448302783821934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.12003162851145673}",25,15,17.936798298787842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.11883729385240965}",25,2,31.38598748786327,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.11765484302177918}",25,4,2.270507104689191,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.11648415777349697}",20,8,23.361528557309963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.11532512103806251}",20,11,20.57407301315451,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 0.1141776169108365}",20,0,16.252774276751847,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.6, 'e': 0.11304153064044985}",30,22,16.227321820738943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.11191674861732888}",35,16,-5.6223403577252835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.6, 'e': 0.11080315836233387}",20,10,20.82518095688647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.10970064851551141}",25,20,11.130140940408598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.10860910882495796}",20,10,16.902225638740322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.10752843013579495}",20,12,16.19743546506835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.1064585043792528}",25,15,20.03042393519142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.10539922456186433}",20,13,8.674349912014353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.104350484754765}",25,11,25.197127212676584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.1033121800831002}",30,10,21.168084802584865,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.10228420671553744}",20,7,16.195705034940623,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.1012664618538834}",25,16,-3.763455903219231,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.1002588437228037}",20,16,7.652499833646233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.09926125155964566}",25,3,22.085741403115918,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.09827358560436154}",30,14,28.682643618237712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.09729574708953276}",20,8,18.70511204581443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.09632763823049303}",25,14,21.340710569813247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 0.09536916221554961}",25,9,-21.467464940627536,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.6, 'e': 0.09442022319630235}",25,8,18.07636211270685,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.09348072627805847}",25,0,36.06270699910109,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.6, 'e': 0.09255057751034329}",20,3,-15.58352069932159,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.6, 'e': 0.09162968387750484}",25,6,29.852332147202223,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.6, 'e': 0.09071795328941251}",30,15,25.75100204678693,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.08981529457224763}",20,16,6.900338639640655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.08892161745938634}",25,14,-24.308727917870264,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.08803683258237255}",25,2,-11.29609850035055,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.0871608514619813}",25,0,36.5062223127802,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.6, 'e': 0.0862935864993705}",20,2,28.137640703639867,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.08543495096732123}",20,13,11.534972796868676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.08458485900156469}",20,7,28.86474051202228,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.6, 'e': 0.08374322559219596}",30,16,30.956322998446947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.08290996657517266}",30,17,22.159904131799543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.0820849986238988}",25,0,19.91524515249632,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.6, 'e': 0.08126823924089167}",25,13,11.398093767589621,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.08045960674953244}",20,10,14.316197085751446,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.07965902028589801}",25,17,12.311227289983258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.07886639979067495}",30,23,10.318770728873725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 0.07808166600115313}",25,11,24.571711638486537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.07730474044329974}",25,5,19.00682293070483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.07653554542391151}",20,6,25.239030042080557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.07577400402284548}",30,2,36.426587535237644,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.07502004008532698}",20,7,18.291040723723942,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.07427357821433388}",35,11,39.172172658332215,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.0735345437630571}",20,0,18.827719028967877,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.6, 'e': 0.07280286282743559}",25,11,22.3592961719426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.0720784622387661}",25,3,28.86559097847458,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.07136126955638605}",20,10,6.74074098907498,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 0.0706512130604296}",20,8,-18.77004003755397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.6, 'e': 0.06994822174465536}",20,2,-12.308951461729123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.6, 'e': 0.069252225309346}",25,15,19.124724335411585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.06856315415427791}",25,1,40.185351440079025,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06788093937176144}",20,12,17.477413123837454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.06720551273974976}",20,1,31.09643578786753,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06653680671501686}",35,16,23.905836037980567,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.06587475442640295}",25,7,2.4815771294427273,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.06521928966812753}",20,9,25.253561565624327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.06457034689316847}",25,6,27.964118715790043,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.06392786120670757}",35,0,46.335665821205616,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.6, 'e': 0.0632917683596407}",25,8,16.769804077092168,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.06266200474215315}",20,0,32.22888189156426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.6, 'e': 0.06203850737735829}",25,19,9.5917630116525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.06142121391500013}",25,16,14.256212789327554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.06081006262521795}",25,13,22.750609557247405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.06020499239237354}",20,0,6.313943789098471,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
282,False,"{'a': 0.6, 'e': 0.05960594270893937}",35,6,45.928669003058566,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05901285366944784}",20,2,35.5198762600157,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05842566596450083}",30,8,28.225416124674666,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 0.057844320874838456}",20,0,27.74603423365249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.6, 'e': 0.05726876026546736}",25,6,32.91021754711311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.0566989265798469}",25,13,25.445674929122458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.056134762834133725}",30,8,35.16001937032583,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.05557621261148306}",30,20,-54.6334401977593,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
290,False,"{'a': 0.6, 'e': 0.05502322005640723}",20,10,17.298851064322537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05447572986918986}",25,17,16.862270150741548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.05393368730035602}",20,0,31.465331289072434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.6, 'e': 0.053397038145197084}",35,25,18.870040004561393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.05286572873835037}",25,11,27.049809052260517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05233970594843238}",30,16,23.0489825118004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.05181891717272583}",20,11,16.19577714792859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.05130331033191911}",20,0,31.706762926861977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.6, 'e': 0.0507928338648985}",30,19,8.653349803634853,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.050287436723591865}",20,10,13.529267646421278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.049787068367863944}",25,16,17.843075621745978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.04929167876046215}",25,8,28.106257948305483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.04880121836201296}",25,17,17.709156124322632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.04831563812606777}",20,15,8.70725191426561,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.6, 'e': 0.04783488949419837}",20,8,8.99817661580494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.04735892439114091}",20,3,29.539984239764518,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.046887695219988486}",30,21,15.778049029822917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.04642115485743125}",25,13,23.28230751325041,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.6, 'e': 0.045959256649044204}",25,6,17.26866157536546,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.04550195440462157}",30,16,23.579462437540318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.0450492023935578}",25,0,30.953636436686164,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.6, 'e': 0.044600955340274535}",25,0,33.54162879444131,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.6, 'e': 0.04415716841969286}",35,27,15.948776308593331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.6, 'e': 0.04371779725275094}",25,9,20.505669740132447,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 0.043282797901965896}",20,16,9.65587849469928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.04285212686704019}",25,4,-1.1029397509076457,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.042425741080511385}",20,11,13.52744099340012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.04200359790344555}",20,6,19.007989622918412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.04158565512117316}",20,0,29.576108439671884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.6, 'e': 0.04117187093906774}",20,0,29.286575676699574,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.6, 'e': 0.04076220397836621}",30,20,21.31357875538622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.04035661327203115}",20,0,29.877046827685945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.6, 'e': 0.039955058260653896}",30,11,22.332747867419034,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.039557498788398725}",25,5,-10.19981778563913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.6, 'e': 0.039163895098987066}",20,7,25.25407290505479,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.03877420783172201}",25,11,22.764971564477815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.038388398017552054}",20,13,4.993035747146587,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.038006427075174314}",25,7,-54.827019421018676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
328,False,"{'a': 0.6, 'e': 0.0376282568071762}",30,20,7.5544431659483635,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.03725384939621581}",30,18,-17.01317705260275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.6, 'e': 0.036883167401239994}",20,12,10.601150376148315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.0365161737537404}",25,10,26.018208652890642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.6, 'e': 0.03615283175404641}",20,3,26.735089804676562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.0357931050676553}",25,7,16.394075064228513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.03543695772159864}",35,15,35.96081931298603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.035084354100845025}",20,15,10.040315693075652,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.03473525894473856}",20,0,34.079577023376444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.6, 'e': 0.03438963734347271}",25,5,31.565281236936432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.034047454734599344}",20,8,18.096297981263657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.033708676899572396}",20,0,30.651657652238402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.6, 'e': 0.03337326996032608}",20,7,21.35671390897393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.03304120037588693}",20,7,24.195058517496776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03271243493901982}",20,15,7.85262030163166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.03238694077290704}",20,3,16.750829105529256,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.03206468532786077}",35,9,41.22319761242568,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.03174563637806794}",25,10,26.06234368583442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.03142976201836771}",20,16,6.951861373493131,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.03111703066106086}",25,19,9.933475250143331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.030807411032751076}",25,8,-5.2661826007479835,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.030500872171217483}",20,9,13.764172183978289,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.0301973834223185}",25,1,34.9555468080015,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.6, 'e': 0.029896914436926308}",20,13,14.490221393590478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.029599435167892}",20,7,25.460731324687295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.029304915867040746}",25,6,34.072094208863675,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.029013327082197053}",30,20,19.364567542659316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.028724639654239423}",20,16,8.5679210021399,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.028438824714184505}",30,9,13.88116286599625,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.028155853680300096}",25,7,28.58348073058146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.027875698255247015}",35,15,35.88457346447218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.027598330423249287}",25,14,17.655509150364235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.02732372244729256}",20,10,19.518970005182666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.027051846866350416}",30,0,41.415723277928635,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.6, 'e': 0.026782676492638175}",25,11,29.607882920039266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.02651618440889418}",20,0,29.113799659468704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.6, 'e': 0.02625234396568796}",30,16,21.429763952086958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.025991128778755347}",25,17,15.661220679188279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.02573251272635994}",20,8,25.409420673342574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.025476469946681016}",20,6,26.71911082114343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.025222974835227212}",25,17,16.867637670018127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
